,code,name,area
0,603037,凯众股份,上海
1,000668,荣丰控股,上海
2,600675,中华企业,上海
3,600073,上海梅林,上海
4,600151,航天机电,上海
5,600009,上海机场,上海
6,002825,纳尔股份,上海
7,300336,新文化,上海
8,600605,汇通能源,上海
9,600689,上海三毛,上海
10,601727,上海电气,上海
11,300230,永利股份,上海
12,600638,新黄浦,上海
13,603515,欧普照明,上海
14,002636,金安国纪,上海
15,300627,华测导航,上海
16,002269,美邦服饰,上海
17,600653,申华控股,上海
18,600639,浦东金桥,上海
19,600838,上海九百,上海
20,600081,东风科技,上海
21,300253,卫宁健康,上海
22,600844,*ST丹科,上海
23,600210,紫江企业,上海
24,600635,大众公用,上海
25,603580,艾艾精工,上海
26,300590,移为通信,上海
27,600650,锦江投资,上海
28,300442,普丽盛,上海
29,600958,东方证券,上海
30,600833,第一医药,上海
31,002278,神开股份,上海
32,603006,联明股份,上海
33,600618,氯碱化工,上海
34,600320,振华重工,上海
35,600104,上汽集团,上海
36,600018,上港集团,上海
37,600315,上海家化,上海
38,300225,金力泰,上海
39,600601,方正科技,上海
40,603189,网达软件,上海
41,600679,上海凤凰,上海
42,603020,爱普股份,上海
43,600500,中化国际,上海
44,603690,至纯科技,上海
45,600767,*ST运盛,上海
46,600895,张江高科,上海
47,600846,同济科技,上海
48,600692,亚通股份,上海
49,600602,云赛智联,上海
50,300067,安诺其,上海
51,600665,天地源,上海
52,603157,拉夏贝尔,上海
53,601328,交通银行,上海
54,600119,长江投资,上海
55,601968,宝钢包装,上海
56,002401,中远海科,上海
57,603648,畅联股份,上海
58,600823,世茂股份,上海
59,600278,东方创业,上海
60,600150,中国船舶,上海
61,600652,游久游戏,上海
62,300171,东富龙,上海
63,603499,翔港科技,上海
64,002454,松芝股份,上海
65,300286,安科瑞,上海
66,600640,号百控股,上海
67,603200,上海洗霸,上海
68,600171,上海贝岭,上海
69,300483,沃施股份,上海
70,300272,开能环保,上海
71,603159,上海亚虹,上海
72,300609,汇纳科技,上海
73,603226,菲林格尔,上海
74,601601,中国太保,上海
75,300180,华峰超纤,上海
76,600850,华东电脑,上海
77,600611,大众交通,上海
78,601595,上海电影,上海
79,600822,上海物贸,上海
80,300245,天玑科技,上海
81,600021,上海电力,上海
82,002022,科华生物,上海
83,002252,上海莱士,上海
84,300508,维宏股份,上海
85,600732,ST新梅,上海
86,600696,*ST匹凸,上海
87,600661,新南洋,上海
88,300039,上海凯宝,上海
89,601872,招商轮船,上海
90,600532,宏达矿业,上海
91,603128,华贸物流,上海
92,603987,康德莱,上海
93,600284,浦东建设,上海
94,300327,中颖电子,上海
95,300236,上海新阳,上海
96,603196,日播时尚,上海
97,002178,延华智能,上海
98,600649,城投控股,上海
99,603868,飞科电器,上海
100,300153,科泰电源,上海
101,600826,兰生股份,上海
102,002605,姚记扑克,上海
103,600622,光大嘉宝,上海
104,600741,华域汽车,上海
105,600490,鹏欣资源,上海
106,600834,申通地铁,上海
107,300462,华铭智能,上海
108,600663,陆家嘴,上海
109,603887,城地股份,上海
110,601607,上海医药,上海
111,603131,上海沪工,上海
112,600621,华鑫股份,上海
113,603003,龙宇燃油,上海
114,603991,至正股份,上海
115,002527,新时达,上海
116,600825,新华传媒,上海
117,300501,海顺新材,上海
118,600827,百联股份,上海
119,600597,光明乳业,上海
120,600636,*ST爱富,上海
121,300511,雪榕生物,上海
122,300059,东方财富,上海
123,002116,中国海诚,上海
124,601788,光大证券,上海
125,002162,悦心健康,上海
126,603022,新通联,上海
127,300262,巴安水务,上海
128,600816,安信信托,上海
129,002324,普利特,上海
130,600637,东方明珠,上海
131,600848,上海临港,上海
132,002328,新朋股份,上海
133,600843,上工申贝,上海
134,603918,金桥信息,上海
135,603197,保隆科技,上海
136,002184,海得控制,上海
137,603378,亚士创能,上海
138,603885,吉祥航空,上海
139,600606,绿地控股,上海
140,603012,创力集团,上海
141,603619,中曼石油,上海
142,300129,泰胜风能,上海
143,002346,柘中股份,上海
144,600000,浦发银行,上海
145,600754,锦江股份,上海
146,600845,宝信软件,上海
147,600676,交运股份,上海
148,300061,康旗股份,上海
149,600680,*ST上普,上海
150,002506,协鑫集成,上海
151,600193,创兴资源,上海
152,002158,汉钟精机,上海
153,600026,中远海能,上海
154,603365,水星家纺,上海
155,603899,晨光文具,上海
156,603579,荣泰健康,上海
157,600708,光明地产,上海
158,600655,豫园股份,上海
159,600088,中视传媒,上海
160,600616,金枫酒业,上海
161,603108,润达医疗,上海
162,300330,华虹计通,上海
163,300008,天海防务,上海
164,600619,海立股份,上海
165,002565,顺灏股份,上海
166,600634,富控互动,上海
167,300126,锐奇股份,上海
168,600272,开开实业,上海
169,603030,全筑股份,上海
170,601866,中远海发,上海
171,600820,隧道股份,上海
172,600604,市北高新,上海
173,600170,上海建工,上海
174,300578,会畅通讯,上海
175,000863,三湘印象,上海
176,600530,交大昂立,上海
177,600072,中船科技,上海
178,002195,二三四五,上海
179,600835,上海机电,上海
180,002486,嘉麟杰,上海
181,603886,元祖股份,上海
182,600824,益民集团,上海
183,603659,璞泰来,上海
184,603728,鸣志电器,上海
185,600612,老凤祥,上海
186,300469,信息发展,上海
187,600819,耀皮玻璃,上海
188,300551,古鳌科技,上海
189,600094,大名城,上海
190,603466,风语筑,上海
191,600624,复旦复华,上海
192,601021,春秋航空,上海
193,603718,海利生物,上海
194,603083,剑桥科技,上海
195,600620,天宸股份,上海
196,600628,新世界,上海
197,600851,海欣股份,上海
198,002058,威 尔 泰,上海
199,601616,广电电气,上海
200,603330,上海天洋,上海
201,600097,开创国际,上海
202,600613,神奇制药,上海
203,600642,申能股份,上海
204,600818,中路股份,上海
205,300380,安硕信息,上海
206,600608,*ST沪科,上海
207,300226,上海钢联,上海
208,300170,汉得信息,上海
209,600695,绿庭投资,上海
210,600115,东方航空,上海
211,600061,国投安信,上海
212,002568,百润股份,上海
213,600623,华谊集团,上海
214,600651,飞乐音响,上海
215,300017,网宿科技,上海
216,002706,良信电器,上海
217,600630,龙头股份,上海
218,603232,格尔软件,上海
219,603501,韦尔股份,上海
220,300074,华平股份,上海
221,600662,强生控股,上海
222,600837,海通证券,上海
223,600196,复星医药,上海
224,603729,龙韵股份,上海
225,600648,外高桥,上海
226,300168,万达信息,上海
227,600614,鹏起科技,上海
228,600420,现代制药,上海
229,300398,飞凯材料,上海
230,603683,晶华新材,上海
231,600610,中毅达,上海
232,600882,广泽股份,上海
233,600641,万业企业,上海
234,603960,克来机电,上海
235,300326,凯利泰,上海
236,601229,上海银行,上海
237,603730,岱美股份,上海
238,601231,环旭电子,上海
239,300613,富瀚微,上海
240,600647,同达创业,上海
241,600517,置信电气,上海
242,600050,中国联通,上海
243,600019,宝钢股份,上海
244,603881,数据港,上海
245,300493,润欣科技,上海
246,002451,摩恩电气,上海
247,002669,康达新材,上海
248,601211,国泰君安,上海
249,600629,华建集团,上海
250,600654,*ST中安,上海
251,603633,徕木股份,上海
252,601200,上海环境,上海
253,603777,来伊份,上海
254,600841,上柴股份,上海
255,601519,*ST智慧,上海
256,603039,泛微网络,上海
257,300222,科大智能,上海
258,603009,北特科技,上海
259,600615,丰华股份,上海
260,600626,申达股份,上海
261,002858,力盛赛车,上海
262,600688,上海石化,上海
263,600836,界龙实业,上海
264,603496,恒为科技,上海
265,300642,透景生命,上海
266,603855,华荣股份,上海
267,600643,爱建集团,上海
268,600748,上实发展,上海
269,300378,鼎捷软件,上海
270,002561,徐家汇,上海
271,600508,上海能源,上海
272,600503,华丽家族,上海
273,002028,思源电气,上海
274,002114,罗平锌电,云南
275,600995,文山电力,云南
276,600265,ST景谷,云南
277,600239,云南城投,云南
278,000878,云南铜业,云南
279,000667,美好置业,云南
280,600792,云煤能源,云南
281,600725,ST云维,云南
282,000903,云内动力,云南
283,600883,博闻科技,云南
284,300142,沃森生物,云南
285,002053,云南能投,云南
286,600422,昆药集团,云南
287,002428,云南锗业,云南
288,000538,云南白药,云南
289,600497,驰宏锌锗,云南
290,002033,丽江旅游,云南
291,002727,一心堂,云南
292,000807,云铝股份,云南
293,000948,南天信息,云南
294,603963,大理药业,云南
295,002059,云南旅游,云南
296,002750,龙津药业,云南
297,600096,云天化,云南
298,300505,川金诺,云南
299,601099,太平洋,云南
300,002200,云投生态,云南
301,002812,创新股份,云南
302,000560,昆百大Ａ,云南
303,600459,贵研铂业,云南
304,600025,华能水电,云南
305,000960,锡业股份,云南
306,002265,西仪股份,云南
307,600806,*ST昆机,云南
308,002688,金河生物,内蒙
309,600295,鄂尔多斯,内蒙
310,600201,生物股份,内蒙
311,600277,亿利洁能,内蒙
312,600863,内蒙华电,内蒙
313,600291,西水股份,内蒙
314,600262,北方股份,内蒙
315,300355,蒙草生态,内蒙
316,300239,东宝生物,内蒙
317,600328,兰太实业,内蒙
318,600967,内蒙一机,内蒙
319,600988,赤峰黄金,内蒙
320,600010,包钢股份,内蒙
321,601216,君正集团,内蒙
322,600111,北方稀土,内蒙
323,000611,天首发展,内蒙
324,000975,银泰资源,内蒙
325,000426,兴业矿业,内蒙
326,600191,华资实业,内蒙
327,600091,ST明科,内蒙
328,600887,伊利股份,内蒙
329,002128,露天煤业,内蒙
330,000683,远兴能源,内蒙
331,000780,*ST平能,内蒙
332,300049,福瑞股份,内蒙
333,002829,星网宇达,北京
334,600435,北方导航,北京
335,601600,中国铝业,北京
336,601992,金隅股份,北京
337,002392,北京利尔,北京
338,603588,高能环境,北京
339,601111,中国国航,北京
340,300449,汉邦高科,北京
341,603098,森特股份,北京
342,300315,掌趣科技,北京
343,600100,同方股份,北京
344,000802,北京文化,北京
345,603616,韩建河山,北京
346,002819,东方中科,北京
347,603825,华扬联众,北京
348,600536,中国软件,北京
349,601818,光大银行,北京
350,300661,圣邦股份,北京
351,300608,思特奇,北京
352,600386,北巴传媒,北京
353,601881,中国银河,北京
354,300016,北陆药业,北京
355,600258,首旅酒店,北京
356,603598,引力传媒,北京
357,601991,大唐发电,北京
358,300344,太空板业,北京
359,002658,雪迪龙,北京
360,300213,佳讯飞鸿,北京
361,300318,博晖创新,北京
362,603860,中公高科,北京
363,600016,民生银行,北京
364,002051,中工国际,北京
365,600195,中牧股份,北京
366,600037,歌华有线,北京
367,600361,华联综超,北京
368,601588,北辰实业,北京
369,002148,北纬科技,北京
370,300541,先进数通,北京
371,002573,清新环境,北京
372,600886,国投电力,北京
373,300003,乐普医疗,北京
374,002612,朗姿股份,北京
375,603138,海量数据,北京
376,300271,华宇软件,北京
377,002649,博彦科技,北京
378,603025,大豪科技,北京
379,300332,天壕环境,北京
380,601985,中国核电,北京
381,600962,国投中鲁,北京
382,002368,太极股份,北京
383,300444,双杰电气,北京
384,601558,*ST锐电,北京
385,600062,华润双鹤,北京
386,300353,东土科技,北京
387,000970,中科三环,北京
388,601198,东兴证券,北京
389,600166,福田汽车,北京
390,600977,中国电影,北京
391,300445,康斯特,北京
392,601126,四方股份,北京
393,300204,舒泰神,北京
394,300200,高盟新材,北京
395,601718,际华集团,北京
396,002306,*ST云网,北京
397,601611,中国核建,北京
398,600118,中国卫星,北京
399,600288,大恒科技,北京
400,000996,中国中期,北京
401,601988,中国银行,北京
402,601088,中国神华,北京
403,002279,久其软件,北京
404,600582,天地科技,北京
405,600578,京能电力,北京
406,000666,经纬纺机,北京
407,300071,华谊嘉信,北京
408,300055,万邦达,北京
409,603818,曲美家居,北京
410,600871,石化油服,北京
411,300045,华力创通,北京
412,300036,超图软件,北京
413,603979,金诚信,北京
414,601186,中国铁建,北京
415,300002,神州泰岳,北京
416,601898,中煤能源,北京
417,600723,首商股份,北京
418,600271,航天信息,北京
419,002385,大北农,北京
420,600270,外运发展,北京
421,600058,五矿发展,北京
422,000609,绵石投资,北京
423,300552,万集科技,北京
424,600028,中国石化,北京
425,002665,首航节能,北京
426,601766,中国中车,北京
427,600138,中青旅,北京
428,601998,中信银行,北京
429,300579,数字认证,北京
430,601169,北京银行,北京
431,300191,潜能恒信,北京
432,603803,瑞斯康达,北京
433,603986,兆易创新,北京
434,000959,首钢股份,北京
435,300379,东方通,北京
436,601800,中国交建,北京
437,600085,同仁堂,北京
438,002701,奥瑞金,北京
439,600463,空港股份,北京
440,600859,王府井,北京
441,000065,北方国际,北京
442,601908,京运通,北京
443,300465,高伟达,北京
444,300287,飞利信,北京
445,300070,碧水源,北京
446,601336,新华保险,北京
447,601888,中国国旅,北京
448,600860,*ST京城,北京
449,002707,众信旅游,北京
450,000008,神州高铁,北京
451,300386,飞天诚信,北京
452,600313,农发种业,北京
453,601669,中国电建,北京
454,000603,盛达矿业,北京
455,600008,首创股份,北京
456,300058,蓝色光标,北京
457,002893,华通热力,北京
458,300231,银信科技,北京
459,300011,鼎汉技术,北京
460,601628,中国人寿,北京
461,002371,北方华创,北京
462,300370,安控科技,北京
463,603000,人民网,北京
464,600489,中金黄金,北京
465,002462,嘉事堂,北京
466,002186,全 聚 德,北京
467,002439,启明星辰,北京
468,000046,泛海控股,北京
469,002066,瑞泰科技,北京
470,000402,金 融 街,北京
471,600299,安迪苏,北京
472,000620,新华联,北京
473,601989,中国重工,北京
474,000605,渤海股份,北京
475,300296,利亚德,北京
476,000882,华联股份,北京
477,300374,恒通科技,北京
478,600206,有研新材,北京
479,300663,科蓝软件,北京
480,002780,三夫户外,北京
481,600980,北矿科技,北京
482,002373,千方科技,北京
483,601939,建设银行,北京
484,300302,同有科技,北京
485,300369,绿盟科技,北京
486,300455,康拓红外,北京
487,002554,惠博普,北京
488,002739,万达电影,北京
489,601858,中国科传,北京
490,002738,中矿资源,北京
491,002721,金一文化,北京
492,300477,合纵科技,北京
493,300485,赛升药业,北京
494,300312,邦讯技术,北京
495,603698,航天工程,北京
496,002504,*ST弘高,北京
497,300418,昆仑万维,北京
498,002755,东方新星,北京
499,000758,中色股份,北京
500,600890,中房股份,北京
501,300251,光线传媒,北京
502,600198,大唐电信,北京
503,600511,国药股份,北京
504,300157,恒泰艾普,北京
505,601949,中国出版,北京
506,603888,新华网,北京
507,300399,京天利,北京
508,300667,必创科技,北京
509,000725,京东方Ａ,北京
510,002657,中科金财,北京
511,300117,嘉寓股份,北京
512,000729,燕京啤酒,北京
513,600855,航天长峰,北京
514,002153,石基信息,北京
515,300513,恒泰实达,北京
516,300496,中科创达,北京
517,600055,万东医疗,北京
518,300719,安达维尔,北京
519,603569,长久物流,北京
520,600791,京能置业,北京
521,603970,中农立华,北京
522,603903,中持股份,北京
523,300073,当升科技,北京
524,600376,首开股份,北京
525,300182,捷成股份,北京
526,603859,能科股份,北京
527,000151,中成股份,北京
528,603603,博天环境,北京
529,603533,掌阅科技,北京
530,600372,中航电子,北京
531,300289,利德曼,北京
532,000839,中信国安,北京
533,300542,新晨科技,北京
534,600730,中国高科,北京
535,600266,北京城建,北京
536,002542,中化岩土,北京
537,600429,三元股份,北京
538,601668,中国建筑,北京
539,002362,汉王科技,北京
540,300352,北信源,北京
541,002151,北斗星通,北京
542,300139,晓程科技,北京
543,601117,中国化学,北京
544,600011,华能国际,北京
545,300406,九强生物,北京
546,600588,用友网络,北京
547,300688,创业黑马,北京
548,002410,广联达,北京
549,603060,国检集团,北京
550,300430,诚益通,北京
551,002662,京威股份,北京
552,300010,立思辰,北京
553,300456,耐威科技,北京
554,300079,数码科技,北京
555,002310,东方园林,北京
556,300593,新雷能,北京
557,300005,探路者,北京
558,600743,华远地产,北京
559,000931,中 关 村,北京
560,002405,四维图新,北京
561,002771,真视通,北京
562,600764,中电广通,北京
563,603127,昭衍新药,北京
564,300662,科锐国际,北京
565,600007,中国国贸,北京
566,601398,工商银行,北京
567,601288,农业银行,北京
568,603377,东方时尚,北京
569,600056,中国医药,北京
570,600015,华夏银行,北京
571,002383,合众思壮,北京
572,002038,双鹭药业,北京
573,601857,中国石油,北京
574,300365,恒华科技,北京
575,300038,梅泰诺,北京
576,300291,华录百纳,北京
577,300523,辰安科技,北京
578,600861,北京城乡,北京
579,600560,金自天正,北京
580,601226,华电重工,北京
581,300431,暴风集团,北京
582,601390,中国中铁,北京
583,300072,三聚环保,北京
584,300612,宣亚国际,北京
585,600159,大龙地产,北京
586,600161,天坛生物,北京
587,002271,东方雨虹,北京
588,300229,拓尔思,北京
589,600405,动力源,北京
590,002467,二六三,北京
591,000798,中水渔业,北京
592,300309,吉艾科技,北京
593,300419,浩丰科技,北京
594,300223,北京君正,北京
595,000969,安泰科技,北京
596,600485,信威集团,北京
597,000838,财信发展,北京
598,601886,江河集团,北京
599,002713,东易日盛,北京
600,603123,翠微股份,北京
601,002642,荣之联,北京
602,002878,元隆雅图,北京
603,000916,华北高速,北京
604,601101,昊华能源,北京
605,600246,万通地产,北京
606,002599,盛通股份,北京
607,300392,腾信股份,北京
608,601016,节能风电,北京
609,300472,新元科技,北京
610,300367,东方网力,北京
611,600657,信达地产,北京
612,300212,易华录,北京
613,300324,旋极信息,北京
614,603778,乾景园林,北京
615,300166,东方国信,北京
616,300364,中文在线,北京
617,000860,顺鑫农业,北京
618,300156,神雾环保,北京
619,600900,长江电力,北京
620,600410,华胜天成,北京
621,300384,三联虹普,北京
622,300104,乐视网,北京
623,601618,中国中冶,北京
624,300075,数字政通,北京
625,300282,汇冠股份,北京
626,300048,合康新能,北京
627,300383,光环新网,北京
628,000786,北新建材,北京
629,300065,海兰信,北京
630,000938,紫光股份,北京
631,600240,华业资本,北京
632,600658,电子城,北京
633,002065,东华软件,北京
634,300034,钢研高纳,北京
635,002350,北京科锐,北京
636,300150,世纪瑞尔,北京
637,600365,通葡股份,吉林
638,000420,吉林化纤,吉林
639,600189,吉林森工,吉林
640,000669,金鸿控股,吉林
641,600110,诺德股份,吉林
642,600742,一汽富维,吉林
643,600148,长春一东,吉林
644,600867,通化东宝,吉林
645,000030,富奥股份,吉林
646,000545,金浦钛业,吉林
647,000766,通化金马,吉林
648,000631,顺发恒业,吉林
649,603559,中通国脉,吉林
650,300396,迪瑞医疗,吉林
651,000718,苏宁环球,吉林
652,002501,利源精制,吉林
653,000661,长春高新,吉林
654,002622,融钰集团,吉林
655,002118,紫鑫药业,吉林
656,600360,华微电子,吉林
657,002338,奥普光电,吉林
658,600215,长春经开,吉林
659,002232,启明信息,吉林
660,600333,长春燃气,吉林
661,600856,中天能源,吉林
662,601929,吉视传媒,吉林
663,300510,金冠电气,吉林
664,300597,吉大通信,吉林
665,000875,吉电股份,吉林
666,000928,中钢国际,吉林
667,002566,益盛药业,吉林
668,600881,亚泰集团,吉林
669,000623,吉林敖东,吉林
670,600432,*ST吉恩,吉林
671,000546,金圆股份,吉林
672,600247,ST成城,吉林
673,600697,欧亚集团,吉林
674,000686,东北证券,吉林
675,300108,吉药控股,吉林
676,000800,一汽轿车,吉林
677,601518,吉林高速,吉林
678,603099,长白山,吉林
679,000912,泸天化,四川
680,000858,五 粮 液,四川
681,002651,利君股份,四川
682,002749,国光股份,四川
683,600528,中铁工业,四川
684,300535,达威股份,四川
685,000835,长城动漫,四川
686,002366,台海核电,四川
687,600101,明星电力,四川
688,002480,新筑股份,四川
689,002023,海特高新,四川
690,600505,西昌电力,四川
691,000731,四川美丰,四川
692,000593,大通燃气,四川
693,600678,四川金顶,四川
694,300540,深冷股份,四川
695,600979,广安爱众,四川
696,601811,新华文轩,四川
697,600558,大西洋,四川
698,600880,博瑞传播,四川
699,002630,华西能源,四川
700,300502,新易盛,四川
701,600039,四川路桥,四川
702,300463,迈克生物,四川
703,000598,兴蓉环境,四川
704,000801,四川九洲,四川
705,002539,云图控股,四川
706,002246,北化股份,四川
707,002798,帝王洁具,四川
708,300127,银河磁体,四川
709,002628,成都路桥,四川
710,300470,日机密封,四川
711,600139,西部资源,四川
712,002386,天原集团,四川
713,002466,天齐锂业,四川
714,002190,成飞集成,四川
715,600839,四川长虹,四川
716,603027,千禾味业,四川
717,600875,东方电气,四川
718,300028,金亚科技,四川
719,000888,峨眉山Ａ,四川
720,600137,浪莎股份,四川
721,600109,国金证券,四川
722,600321,正源股份,四川
723,601107,四川成渝,四川
724,000568,泸州老窖,四川
725,300092,科新机电,四川
726,002773,康弘药业,四川
727,002497,雅化集团,四川
728,002272,川润股份,四川
729,600804,鹏博士,四川
730,000586,汇源通信,四川
731,002268,卫 士 通,四川
732,000803,*ST金宇,四川
733,603809,豪能股份,四川
734,300101,振芯科技,四川
735,600674,川投能源,四川
736,000790,泰合健康,四川
737,002143,印纪传媒,四川
738,300434,金石东方,四川
739,000155,*ST川化,四川
740,300362,天翔环境,四川
741,000629,*ST钒钛,四川
742,600733,S*ST前锋,四川
743,601208,东材科技,四川
744,300019,硅宝科技,四川
745,600131,岷江水电,四川
746,000710,贝瑞基因,四川
747,300559,佳发安泰,四川
748,300492,山鼎设计,四川
749,000510,金路集团,四川
750,300696,爱乐达,四川
751,000810,创维数字,四川
752,000757,浩物股份,四川
753,002422,科伦药业,四川
754,002259,升达林业,四川
755,600391,航发科技,四川
756,300249,依米康,四川
757,300414,中光防雷,四川
758,600331,宏达股份,四川
759,000693,*ST华泽,四川
760,300471,厚普股份,四川
761,600793,宜宾纸业,四川
762,600378,天科股份,四川
763,600466,蓝光发展,四川
764,002818,富森美,四川
765,300425,环能科技,四川
766,002357,富临运业,四川
767,600093,易见股份,四川
768,600779,水井坊,四川
769,600438,通威股份,四川
770,300366,创意信息,四川
771,002697,红旗连锁,四川
772,002253,川大智胜,四川
773,300547,川环科技,四川
774,300440,运达科技,四川
775,600644,乐山电力,四川
776,600828,茂业商业,四川
777,000628,高新发展,四川
778,603333,明星电缆,四川
779,300022,吉峰农机,四川
780,300467,迅游科技,四川
781,000876,新 希 望,四川
782,000935,四川双马,四川
783,002777,久远银海,四川
784,600353,旭光股份,四川
785,002312,*ST三泰,四川
786,002258,利尔化学,四川
787,603077,和邦生物,四川
788,300432,富临精工,四川
789,300678,中科信息,四川
790,600702,沱牌舍得,四川
791,603679,华体科技,四川
792,000509,华塑控股,四川
793,002887,绿茵生态,天津
794,002134,*ST普林,天津
795,600800,天津磁卡,天津
796,600787,中储股份,天津
797,300596,利安隆,天津
798,600717,天津港,天津
799,601808,中海油服,天津
800,300119,瑞普生物,天津
801,600751,天海投资,天津
802,600225,*ST松江,天津
803,000927,一汽夏利,天津
804,600583,海油工程,天津
805,603969,银龙股份,天津
806,000897,津滨发展,天津
807,002432,九安医疗,天津
808,000836,鑫茂科技,天津
809,300120,经纬电材,天津
810,600535,天士力,天津
811,002129,中环股份,天津
812,603096,新经典,天津
813,603126,中材节能,天津
814,300334,津膜科技,天津
815,000695,滨海能源,天津
816,300195,长荣股份,天津
817,600082,海泰发展,天津
818,000652,泰达股份,天津
819,600874,创业环保,天津
820,601919,中远海控,天津
821,300026,红日药业,天津
822,603727,博迈科,天津
823,600488,天药股份,天津
824,000965,天保基建,天津
825,603019,中科曙光,天津
826,000537,广宇发展,天津
827,600645,中源协和,天津
828,600468,百利电气,天津
829,300375,鹏翎股份,天津
830,002393,力生制药,天津
831,603106,恒银金融,天津
832,600329,中新药业,天津
833,002821,凯莱英,天津
834,002337,赛象科技,天津
835,600335,国机汽车,天津
836,600322,天房发展,天津
837,600158,中体产业,天津
838,002820,桂发祥,天津
839,300407,凯发电气,天津
840,600821,津劝业,天津
841,002510,天汽模,天津
842,000962,东方钽业,宁夏
843,000862,银星能源,宁夏
844,600146,商赢环球,宁夏
845,600785,新华百货,宁夏
846,002457,青龙管业,宁夏
847,000815,美利云,宁夏
848,600449,宁夏建材,宁夏
849,000982,*ST 中绒,宁夏
850,601619,嘉泽新能,宁夏
851,600165,新日恒力,宁夏
852,000557,西部创业,宁夏
853,000595,*ST宝实,宁夏
854,000635,英 力 特,宁夏
855,603599,广信股份,安徽
856,600199,金种子酒,安徽
857,600761,安徽合力,安徽
858,603589,口子窖,安徽
859,002571,*ST德力,安徽
860,603198,迎驾贡酒,安徽
861,300218,安利股份,安徽
862,000887,中鼎股份,安徽
863,600585,海螺水泥,安徽
864,002361,神剑股份,安徽
865,600985,雷鸣科化,安徽
866,002760,凤形股份,安徽
867,300595,欧普康视,安徽
868,002208,合肥城建,安徽
869,600375,华菱星马,安徽
870,600012,皖通高速,安徽
871,603308,应流股份,安徽
872,600496,精工钢构,安徽
873,002557,洽洽食品,安徽
874,603031,安德利,安徽
875,002607,亚夏汽车,安徽
876,002042,华孚时尚,安徽
877,603801,志邦股份,安徽
878,002538,司尔特,安徽
879,000543,皖能电力,安徽
880,600552,凯盛科技,安徽
881,600971,恒源煤电,安徽
882,300087,荃银高科,安徽
883,600470,六国化工,安徽
884,000521,美菱电器,安徽
885,002817,黄山胶囊,安徽
886,300090,盛运环保,安徽
887,000728,国元证券,安徽
888,603011,合锻智能,安徽
889,002556,辉隆股份,安徽
890,002347,泰尔股份,安徽
891,000979,中弘股份,安徽
892,600990,四创电子,安徽
893,000630,铜陵有色,安徽
894,600909,华安证券,安徽
895,603527,众源新材,安徽
