,code,name,area
896,600054,黄山旅游,安徽
897,000850,华茂股份,安徽
898,600255,梦舟股份,安徽
899,002690,美亚光电,安徽
900,300009,安科生物,安徽
901,000596,古井贡酒,安徽
902,002743,富煌钢构,安徽
903,002014,永新股份,安徽
904,603656,泰禾光电,安徽
905,600577,精达股份,安徽
906,300520,科大国创,安徽
907,600237,铜峰电子,安徽
908,600318,新力金融,安徽
909,600218,全柴动力,安徽
910,002136,安 纳 达,安徽
911,300577,开润股份,安徽
912,600520,中发科技,安徽
913,600418,江淮汽车,安徽
914,000153,丰原药业,安徽
915,300475,聚隆科技,安徽
916,300088,长信科技,安徽
917,603357,设计总院,安徽
918,000980,众泰汽车,安徽
919,000619,海螺型材,安徽
920,600567,山鹰纸业,安徽
921,600983,惠而浦,安徽
922,002140,东华科技,安徽
923,300692,中环环保,安徽
924,002226,江南化工,安徽
925,002057,中钢天源,安徽
926,002171,楚江新材,安徽
927,002298,中电鑫龙,安徽
928,601801,皖新传媒,安徽
929,002597,金禾实业,安徽
930,600444,国机通用,安徽
931,002541,鸿路钢构,安徽
932,000417,合肥百货,安徽
933,000930,中粮生化,安徽
934,000713,丰乐种业,安徽
935,002352,顺丰控股,安徽
936,000859,国风塑业,安徽
937,002555,三七互娱,安徽
938,600808,马钢股份,安徽
939,002331,皖通科技,安徽
940,601918,新集能源,安徽
941,300274,阳光电源,安徽
942,002230,科大讯飞,安徽
943,000868,安凯客车,安徽
944,002018,华信国际,安徽
945,300452,山河药辅,安徽
946,600551,时代出版,安徽
947,603199,九华旅游,安徽
948,600063,皖维高新,安徽
949,600502,安徽水利,安徽
950,603429,集友股份,安徽
951,600575,皖江物流,安徽
952,300388,国祯环保,安徽
953,603689,皖天然气,安徽
954,603768,常青股份,安徽
955,002147,新光圆成,安徽
956,300247,乐金健康,安徽
957,002537,海联金汇,山东
958,600600,青岛啤酒,山东
959,002521,齐峰新材,山东
960,300185,通裕重工,山东
961,002379,宏创控股,山东
962,002604,龙力生物,山东
963,300308,中际旭创,山东
964,000617,中油资本,山东
965,000488,晨鸣纸业,山东
966,002643,万润股份,山东
967,600529,山东药玻,山东
968,000680,山推股份,山东
969,002675,东诚药业,山东
970,300175,朗源股份,山东
971,002598,山东章鼓,山东
972,300653,正海生物,山东
973,002768,国恩股份,山东
974,603612,索通发展,山东
975,600547,山东黄金,山东
976,600223,鲁商置业,山东
977,603779,威龙股份,山东
978,000677,恒天海龙,山东
979,300214,日科化学,山东
980,300690,双一科技,山东
981,000506,中润资源,山东
982,300699,光威复材,山东
983,002353,杰瑞股份,山东
984,300110,华仁药业,山东
985,000407,胜利股份,山东
986,300321,同大股份,山东
987,002726,龙大肉食,山东
988,601678,滨化股份,山东
989,600727,鲁北化工,山东
990,002237,恒邦股份,山东
991,600766,园城黄金,山东
992,002193,如意集团,山东
993,600783,鲁信创投,山东
994,600180,瑞茂通,山东
995,002026,山东威达,山东
996,603278,大业股份,山东
997,002242,九阳股份,山东
998,601019,山东出版,山东
999,601058,赛轮金宇,山东
1000,603536,惠发股份,山东
1001,603856,东宏股份,山东
1002,603858,步长制药,山东
1003,600807,天业股份,山东
1004,002589,瑞康医药,山东
1005,000811,冰轮环境,山东
1006,300343,联创互联,山东
1007,002248,*ST东数,山东
1008,002382,蓝帆医疗,山东
1009,601966,玲珑轮胎,山东
1010,600735,新华锦,山东
1011,000756,新华制药,山东
1012,002339,积成电子,山东
1013,000915,山大华特,山东
1014,002355,兴民智通,山东
1015,300183,东软载波,山东
1016,000977,浪潮信息,山东
1017,000338,潍柴动力,山东
1018,002330,得利斯,山东
1019,002286,保龄宝,山东
1020,002899,英派斯,山东
1021,600076,康欣新材,山东
1022,002470,金正大,山东
1023,300677,英科医疗,山东
1024,002107,沃华医药,山东
1025,600350,山东高速,山东
1026,000498,山东路桥,山东
1027,600448,华纺股份,山东
1028,603367,辰欣药业,山东
1029,601366,利群股份,山东
1030,300583,赛托生物,山东
1031,002810,山东赫达,山东
1032,600229,城市传媒,山东
1033,600586,金晶科技,山东
1034,002094,青岛金王,山东
1035,002086,东方海洋,山东
1036,300659,中孚信息,山东
1037,000880,潍柴重机,山东
1038,300391,康跃科技,山东
1039,300237,美晨科技,山东
1040,600188,兖州煤业,山东
1041,002476,宝莫股份,山东
1042,000726,鲁 泰Ａ,山东
1043,603798,康普顿,山东
1044,603708,家家悦,山东
1045,002671,龙泉股份,山东
1046,300423,鲁亿通,山东
1047,000951,中国重汽,山东
1048,600898,国美通讯,山东
1049,002890,弘宇股份,山东
1050,002270,华明装备,山东
1051,002588,史丹利,山东
1052,600308,华泰股份,山东
1053,002408,齐翔腾达,山东
1054,300233,金城医药,山东
1055,002805,丰元股份,山东
1056,002458,益生股份,山东
1057,002498,汉缆股份,山东
1058,603638,艾迪精密,山东
1059,002581,未名医药,山东
1060,600690,青岛海尔,山东
1061,601163,三角轮胎,山东
1062,300121,阳谷华泰,山东
1063,600212,江泉实业,山东
1064,000720,新能泰山,山东
1065,600309,万华化学,山东
1066,600467,好当家,山东
1067,002078,太阳纸业,山东
1068,002083,孚日股份,山东
1069,600336,澳柯玛,山东
1070,002234,民和股份,山东
1071,002088,鲁阳节能,山东
1072,002374,丽鹏股份,山东
1073,600784,鲁银投资,山东
1074,300654,世纪天鸿,山东
1075,600022,山东钢铁,山东
1076,300224,正海磁材,山东
1077,002838,道恩股份,山东
1078,000957,中通客车,山东
1079,002376,新北洋,山东
1080,002481,双塔食品,山东
1081,300479,神思电子,山东
1082,000682,东方电子,山东
1083,300569,天能重工,山东
1084,600017,日照港,山东
1085,000830,鲁西化工,山东
1086,603029,天鹅股份,山东
1087,002485,希努尔,山东
1088,002363,隆基机械,山东
1089,002117,东港股份,山东
1090,600789,鲁抗医药,山东
1091,002580,圣阳股份,山东
1092,600385,山东金泰,山东
1093,603223,恒通股份,山东
1094,000409,山东地矿,山东
1095,603113,金能科技,山东
1096,603026,石大胜华,山东
1097,600060,海信电器,山东
1098,600986,科达股份,山东
1099,300208,恒顺众昇,山东
1100,000599,青岛双星,山东
1101,603021,山东华鹏,山东
1102,000655,金岭矿业,山东
1103,603086,先达股份,山东
1104,000869,张 裕Ａ,山东
1105,002359,北讯集团,山东
1106,002891,中宠股份,山东
1107,002526,山东矿机,山东
1108,002072,凯瑞德,山东
1109,600219,南山铝业,山东
1110,002111,威海广泰,山东
1111,300001,特锐德,山东
1112,002490,*ST墨龙,山东
1113,002871,伟隆股份,山东
1114,002746,仙坛股份,山东
1115,300243,瑞丰高材,山东
1116,002241,歌尔股份,山东
1117,600319,亚星化学,山东
1118,002595,豪迈科技,山东
1119,000822,山东海化,山东
1120,600966,博汇纸业,山东
1121,002469,三维工程,山东
1122,600777,新潮能源,山东
1123,002655,共达电声,山东
1124,603586,金麒麟,山东
1125,000639,西王食品,山东
1126,002073,软控股份,山东
1127,600756,浪潮软件,山东
1128,300105,龙源技术,山东
1129,600858,银座股份,山东
1130,603421,鼎信通讯,山东
1131,002283,天润曲轴,山东
1132,600027,华电国际,山东
1133,000554,泰山石油,山东
1134,000423,东阿阿胶,山东
1135,600760,中航黑豹,山东
1136,002217,合力泰,山东
1137,603639,海利尔,山东
1138,002041,登海种业,山东
1139,600960,渤海活塞,山东
1140,002254,泰和新材,山东
1141,600426,华鲁恒升,山东
1142,600587,新华医疗,山东
1143,002545,东方铁塔,山东
1144,300443,金雷风电,山东
1145,300099,精准信息,山东
1146,603577,汇金通,山东
1147,300285,国瓷材料,山东
1148,600579,天华院,山东
1149,603167,渤海轮渡,山东
1150,000416,民生控股,山东
1151,600169,太原重工,山西
1152,300486,东杰智能,山西
1153,000983,西山煤电,山西
1154,000795,英洛华,山西
1155,000755,*ST三维,山西
1156,600351,亚宝药业,山西
1157,600495,晋西车轴,山西
1158,000723,美锦能源,山西
1159,002360,同德化工,山西
1160,000831,五矿稀土,山西
1161,601006,大秦铁路,山西
1162,002753,永东股份,山西
1163,600546,山煤国际,山西
1164,000673,当代东方,山西
1165,000403,ST生化,山西
1166,600617,国新能源,山西
1167,600392,盛和资源,山西
1168,601699,潞安环能,山西
1169,600281,太化股份,山西
1170,300254,仟源医药,山西
1171,600157,永泰能源,山西
1172,600780,通宝能源,山西
1173,002640,跨境通,山西
1174,000737,南风化工,山西
1175,000825,太钢不锈,山西
1176,600408,安泰集团,山西
1177,600740,山西焦化,山西
1178,600539,狮头股份,山西
1179,002500,山西证券,山西
1180,600123,兰花科创,山西
1181,300158,振东制药,山西
1182,000767,漳泽电力,山西
1183,600809,山西汾酒,山西
1184,600234,ST山水,山西
1185,600348,阳泉煤业,山西
1186,600691,阳煤化工,山西
1187,601001,大同煤业,山西
1188,000968,蓝焰控股,山西
1189,300143,星普医科,广东
1190,002512,达华智能,广东
1191,000573,粤宏远Ａ,广东
1192,002705,新宝股份,广东
1193,300607,拓斯达,广东
1194,300155,安居宝,广东
1195,601515,东风股份,广东
1196,002656,摩登大道,广东
1197,600029,南方航空,广东
1198,300687,赛意信息,广东
1199,600868,梅雁吉祥,广东
1200,300482,万孚生物,广东
1201,300460,惠伦晶体,广东
1202,000541,佛山照明,广东
1203,000576,广东甘化,广东
1204,603038,华立股份,广东
1205,000828,东莞控股,广东
1206,002319,乐通股份,广东
1207,002842,翔鹭钨业,广东
1208,300410,正业科技,广东
1209,300591,万里马,广东
1210,300503,昊志机电,广东
1211,002005,德豪润达,广东
1212,300606,金太阳,广东
1213,000502,绿景控股,广东
1214,600894,广日股份,广东
1215,000690,宝新能源,广东
1216,000601,韶能股份,广东
1217,002317,众生药业,广东
1218,600083,博信股份,广东
1219,300281,金明精机,广东
1220,002870,香山股份,广东
1221,300173,智慧松德,广东
1222,002420,毅昌股份,广东
1223,603335,迪生力,广东
1224,300561,汇金科技,广东
1225,603630,拉芳家化,广东
1226,300464,星徽精密,广东
1227,002461,珠江啤酒,广东
1228,300599,雄塑科技,广东
1229,002745,木林森,广东
1230,300176,鸿特精密,广东
1231,002841,视源股份,广东
1232,002575,群兴玩具,广东
1233,600242,中昌数据,广东
1234,000782,美达股份,广东
1235,000524,岭南控股,广东
1236,002495,佳隆股份,广东
1237,002846,英联股份,广东
1238,002600,江粉磁材,广东
1239,000523,广州浪奇,广东
1240,603813,原尚股份,广东
1241,600332,白云山,广东
1242,300273,和佳股份,广东
1243,002209,达 意 隆,广东
1244,002465,海格通信,广东
1245,002400,省广股份,广东
1246,002433,太安堂,广东
1247,002616,长青集团,广东
1248,002141,贤丰控股,广东
1249,002638,勤上股份,广东
1250,300149,量子高科,广东
1251,002666,德联集团,广东
1252,002668,奥马电器,广东
1253,002776,柏堡龙,广东
1254,000976,华铁股份,广东
1255,300050,世纪鼎利,广东
1256,300376,易事特,广东
1257,002791,坚朗五金,广东
1258,002762,金发拉比,广东
1259,002425,凯撒文化,广东
1260,603833,欧派家居,广东
1261,300219,鸿利智汇,广东
1262,002676,顺威股份,广东
1263,300723,一品红,广东
1264,002291,星期六,广东
1265,300498,温氏股份,广东
1266,000333,美的集团,广东
1267,002544,杰赛科技,广东
1268,600673,东阳光科,广东
1269,600872,中炬高新,广东
1270,300177,中海达,广东
1271,300403,地尔汉宇,广东
1272,002152,广电运通,广东
1273,300238,冠昊生物,广东
1274,002503,搜于特,广东
1275,002027,分众传媒,广东
1276,300408,三环集团,广东
1277,600978,宜华生活,广东
1278,002732,燕塘乳业,广东
1279,002757,南兴装备,广东
1280,600393,粤泰股份,广东
1281,002295,精艺股份,广东
1282,002543,万和电气,广东
1283,603386,广东骏亚,广东
1284,002031,巨轮智能,广东
1285,002511,中顺洁柔,广东
1286,300098,高新兴,广东
1287,600685,中船防务,广东
1288,300616,尚品宅配,广东
1289,300089,文化长城,广东
1290,603398,邦宝益智,广东
1291,002288,超华科技,广东
1292,603043,广州酒家,广东
1293,600866,星湖科技,广东
1294,300499,高澜股份,广东
1295,600382,广东明珠,广东
1296,002198,嘉应制药,广东
1297,002187,广百股份,广东
1298,002169,智光电气,广东
1299,002441,众业达,广东
1300,002855,捷荣技术,广东
1301,603936,博敏电子,广东
1302,600589,广东榕泰,广东
1303,300246,宝莱特,广东
1304,002711,欧浦智网,广东
1305,000659,*ST中富,广东
1306,002167,东方锆业,广东
1307,603608,天创时尚,广东
1308,000987,越秀金控,广东
1309,002177,御银股份,广东
1310,000651,格力电器,广东
1311,300417,南华仪器,广东
1312,300635,达安股份,广东
1313,002709,天赐材料,广东
1314,300586,美联新材,广东
1315,002181,粤 传 媒,广东
1316,300691,联合光电,广东
1317,300438,鹏辉能源,广东
1318,600499,科达洁能,广东
1319,002449,国星光电,广东
1320,000636,风华高科,广东
1321,002579,中京电子,广东
1322,000893,东凌国际,广东
1323,002832,比音勒芬,广东
1324,300322,硕贝德,广东
1325,002084,海鸥卫浴,广东
1326,002308,威创股份,广东
1327,300053,欧比特,广东
1328,300328,宜安科技,广东
1329,300004,南风股份,广东
1330,300716,国立科技,广东
1331,002806,华锋股份,广东
1332,000529,广弘控股,广东
1333,002311,海大集团,广东
1334,600428,中远海特,广东
1335,002260,德奥通航,广东
1336,000685,中山公用,广东
1337,002035,华帝股份,广东
1338,000150,宜华健康,广东
1339,002345,潮宏基,广东
1340,002759,天际股份,广东
1341,002584,西陇科学,广东
1342,002572,索菲亚,广东
1343,600143,金发科技,广东
1344,300063,天龙集团,广东
1345,300620,光库科技,广东
1346,600325,华发股份,广东
1347,300311,任子行,广东
1348,002492,恒基达鑫,广东
1349,002063,远光软件,广东
1350,300359,全通教育,广东
1351,603838,四通股份,广东
1352,300639,凯普生物,广东
1353,600728,佳都科技,广东
1354,002678,珠江钢琴,广东
1355,603725,天安新材,广东
1356,300057,万顺股份,广东
1357,300448,浩云科技,广东
1358,002670,国盛金控,广东
1359,300147,香雪制药,广东
1360,002905,金逸影视,广东
1361,603898,好莱客,广东
1362,002240,威华股份,广东
1363,002101,广东鸿图,广东
1364,002663,普邦股份,广东
1365,002774,快意电梯,广东
1366,000717,韶钢松山,广东
1367,600684,珠江实业,广东
1368,300381,溢多利,广东
1369,002611,东方精工,广东
1370,000507,珠海港,广东
1371,300242,明家联合,广东
1372,000531,穗恒运Ａ,广东
1373,002684,猛狮科技,广东
1374,300681,英搏尔,广东
1375,601228,广州港,广东
1376,300297,蓝盾股份,广东
1377,603002,宏昌电子,广东
1378,002809,红墙股份,广东
1379,002862,实丰文化,广东
1380,300409,道氏技术,广东
1381,000534,万泽股份,广东
1382,002180,纳思达,广东
1383,002387,黑牛食品,广东
1384,300146,汤臣倍健,广东
1385,002076,雪 莱 特,广东
1386,603861,白云电器,广东
1387,000513,丽珠集团,广东
1388,300340,科恒股份,广东
1389,601900,南方传媒,广东
1390,002792,通宇通讯,广东
1391,603920,世运电路,广东
1392,002723,金莱特,广东
1393,002715,登云股份,广东
1394,300335,迪森股份,广东
1395,002911,佛燃股份,广东
1396,600098,广州发展,广东
1397,000100,TCL 集团,广东
1398,002054,德美化工,广东
1399,603882,金域医学,广东
1400,300093,金刚玻璃,广东
1401,002017,东信和平,广东
1402,000973,佛塑科技,广东
1403,002824,和胜股份,广东
1404,603336,宏辉果蔬,广东
1405,300404,博济医药,广东
1406,603797,联泰环保,广东
1407,000637,茂化实华,广东
1408,300562,乐心医疗,广东
1409,002045,国光电器,广东
1410,002833,弘亚数控,广东
1411,300629,新劲刚,广东
1412,600048,保利地产,广东
1413,002717,岭南园林,广东
1414,002502,骅威文化,广东
1415,300094,国联水产,广东
1416,300625,三雄极光,广东
1417,603288,海天味业,广东
1418,002906,华阳集团,广东
1419,300221,银禧科技,广东
1420,000776,广发证券,广东
1421,002902,铭普光磁,广东
1422,600518,康美药业,广东
1423,603322,超讯通信,广东
1424,300619,金银河,广东
1425,000429,粤高速Ａ,广东
1426,300083,劲胜智能,广东
1427,300476,胜宏科技,广东
1428,603328,依顿电子,广东
1429,300310,宜通世纪,广东
1430,002683,宏大爆破,广东
1431,002060,粤 水 电,广东
1432,600183,生益科技,广东
1433,002909,集泰股份,广东
1434,002898,赛隆药业,广东
1435,300424,航新科技,广东
1436,300711,广哈通信,广东
1437,002016,世荣兆业,广东
1438,300014,亿纬锂能,广东
1439,600433,冠豪高新,广东
1440,000921,海信科龙,广东
1441,002212,南洋股份,广东
1442,002888,惠威科技,广东
1443,300458,全志科技,广东
1444,002431,棕榈股份,广东
1445,603535,嘉诚国际,广东
1446,300030,阳普医疗,广东
1447,002908,德生科技,广东
1448,300526,中潜股份,广东
1449,002249,大洋电机,广东
1450,300529,健帆生物,广东
1451,002233,塔牌集团,广东
1452,002292,奥飞娱乐,广东
1453,300589,江龙船艇,广东
1454,002728,特一药业,广东
1455,300530,达志科技,广东
1456,603268,松发股份,广东
1457,300415,伊之密,广东
1458,601238,广汽集团,广东
1459,000532,华金资本,广东
1460,000861,海印股份,广东
1461,002672,东江环保,广东
1462,603233,大参林,广东
1463,000712,锦龙股份,广东
1464,603309,维力医疗,广东
1465,002741,光华科技,广东
1466,002030,达安基因,广东
1467,600185,格力地产,广东
1468,300043,星辉娱乐,广东
1469,300720,海川智能,广东
1470,000823,超声电子,广东
1471,002836,新宏泽,广东
1472,000539,粤电力Ａ,广东
1473,002192,融捷股份,广东
1474,300521,爱司凯,广东
1475,000533,万 家 乐,广东
1476,002348,高乐股份,广东
1477,002884,凌霄泵业,广东
1478,002446,盛路通信,广东
1479,600004,白云机场,广东
1480,002853,皮阿诺,广东
1481,600323,瀚蓝环境,广东
1482,600236,桂冠电力,广西
1483,600249,两面针,广西
1484,002329,皇氏集团,广西
1485,300422,博世科,广西
1486,002175,东方网络,广西
1487,600538,国发股份,广西
1488,000662,天夏智慧,广西
1489,600301,ST南化,广西
1490,000806,银河生物,广西
1491,603368,柳州医药,广西
1492,000582,北部湾港,广西
1493,000953,*ST河化,广西
1494,601368,绿城水务,广西
1495,002275,桂林三金,广西
1496,600423,*ST柳化,广西
1497,000833,贵糖股份,广西
1498,603166,福达股份,广西
1499,600252,中恒集团,广西
1500,000528,柳 工,广西
1501,600936,广西广电,广西
1502,000978,桂林旅游,广西
1503,600368,五洲交通,广西
1504,603869,北部湾旅,广西
1505,000911,南宁糖业,广西
1506,000716,黑芝麻,广西
1507,002166,莱茵生物,广西
1508,000703,恒逸石化,广西
1509,601003,柳钢股份,广西
1510,000608,阳光股份,广西
1511,000750,国海证券,广西
1512,601996,丰林集团,广西
1513,002696,百洋股份,广西
1514,002592,八菱科技,广西
1515,600310,桂东电力,广西
1516,600712,南宁百货,广西
1517,600556,ST慧球,广西
1518,600337,美克家居,新疆
1519,002800,天顺股份,新疆
1520,600737,中粮糖业,新疆
1521,002307,北新路桥,新疆
1522,300106,西部牧业,新疆
1523,000415,渤海金控,新疆
1524,000166,申万宏源,新疆
1525,600339,中油工程,新疆
1526,600425,*ST青松,新疆
1527,603032,德新交运,新疆
1528,600197,伊力特,新疆
1529,002092,中泰化学,新疆
1530,600888,新疆众和,新疆
1531,600256,广汇能源,新疆
1532,000159,国际实业,新疆
1533,603227,雪峰科技,新疆
1534,000813,德展健康,新疆
1535,600581,八一钢铁,新疆
1536,600778,友好集团,新疆
1537,600090,同济堂,新疆
1538,002100,天康生物,新疆
1539,000877,天山股份,新疆
1540,600419,天润乳业,新疆
1541,600075,新疆天业,新疆
1542,300159,新研股份,新疆
1543,002719,麦趣尔,新疆
1544,603101,汇嘉时代,新疆
1545,600509,天富能源,新疆
1546,600084,中葡股份,新疆
1547,600540,*ST新赛,新疆
1548,000972,*ST中基,新疆
1549,002700,新疆浩源,新疆
1550,002207,*ST准油,新疆
1551,000633,合金投资,新疆
1552,002302,西部建设,新疆
1553,002524,光正集团,新疆
1554,600545,新疆城建,新疆
1555,600359,新农开发,新疆
1556,603393,新天然气,新疆
1557,600145,*ST新亿,新疆
1558,601069,西部黄金,新疆
1559,600251,冠农股份,新疆
1560,600721,百花村,新疆
1561,300313,天山生物,新疆
1562,002828,贝肯能源,新疆
1563,002205,国统股份,新疆
1564,300588,熙菱信息,新疆
1565,300603,立昂技术,新疆
1566,600506,香梨股份,新疆
1567,002202,金风科技,新疆
1568,600089,特变电工,新疆
1569,002519,银河电子,江苏
1570,600501,航天晨光,江苏
1571,000584,哈工智能,江苏
1572,002391,长青股份,江苏
1573,603355,莱克电气,江苏
1574,300385,雪浪环境,江苏
1575,002127,南极电商,江苏
1576,603359,东珠景观,江苏
1577,002553,南方轴承,江苏
1578,000890,法 尔 胜,江苏
1579,603707,健友股份,江苏
1580,002024,苏宁云商,江苏
1581,300549,优德精密,江苏
1582,300356,光一科技,江苏
1583,603042,华脉科技,江苏
1584,300192,科斯伍德,江苏
1585,002530,金财互联,江苏
1586,603090,宏盛股份,江苏
1587,300320,海达股份,江苏
1588,002550,千红制药,江苏
1589,002883,中设股份,江苏
1590,600736,苏州高新,江苏
1591,002659,中泰桥梁,江苏
1592,603133,碳元科技,江苏
1593,600305,恒顺醋业,江苏
1594,600327,大东方,江苏
1595,600805,悦达投资,江苏
1596,600074,保千里,江苏
1597,002531,天顺风能,江苏
1598,300500,启迪设计,江苏
1599,603776,永安行,江苏
1600,603966,法兰泰克,江苏
1601,600200,江苏吴中,江苏
1602,300331,苏大维格,江苏
1603,601700,风范股份,江苏
1604,300279,和晶科技,江苏
1605,601599,鹿港文化,江苏
1606,300554,三超新材,江苏
1607,300013,新宁物流,江苏
1608,600682,南京新百,江苏
1609,300215,电科院,江苏
1610,600854,春兰股份,江苏
1611,300680,隆盛科技,江苏
1612,603699,纽威股份,江苏
1613,002384,东山精密,江苏
1614,600710,ST常林,江苏
1615,002546,新联电子,江苏
1616,002165,红 宝 丽,江苏
1617,002395,双象股份,江苏
1618,600401,*ST海润,江苏
1619,002450,康得新,江苏
1620,300402,宝色股份,江苏
1621,002747,埃斯顿,江苏
1622,603005,晶方科技,江苏
1623,002576,通达动力,江苏
1624,300580,贝斯特,江苏
1625,600287,江苏舜天,江苏
1626,603929,亚翔集成,江苏
1627,300447,全信股份,江苏
1628,603136,天目湖,江苏
1629,603158,腾龙股份,江苏
1630,300618,寒锐钴业,江苏
1631,002608,江苏国信,江苏
1632,603585,苏利股份,江苏
1633,300585,奥联电子,江苏
1634,002091,江苏国泰,江苏
1635,601128,常熟银行,江苏
1636,300394,天孚通信,江苏
1637,603988,中电电机,江苏
1638,600522,中天科技,江苏
1639,300152,科融环境,江苏
1640,603928,兴业股份,江苏
1641,002074,国轩高科,江苏
1642,300631,久吾高科,江苏
1643,002559,亚威股份,江苏
1644,002623,亚玛顿,江苏
1645,300610,晨化股份,江苏
1646,002309,中利集团,江苏
1647,002631,德尔未来,江苏
1648,600527,江南高纤,江苏
1649,300196,长海股份,江苏
1650,300339,润和软件,江苏
1651,002394,联发股份,江苏
1652,300354,东华测试,江苏
1653,300260,新莱应材,江苏
1654,300261,雅本化学,江苏
1655,002685,华东重机,江苏
1656,300265,通光线缆,江苏
1657,601155,新城控股,江苏
1658,300172,中电环保,江苏
1659,300584,海辰药业,江苏
1660,000525,红 太 阳,江苏
1661,600475,华光股份,江苏
1662,300707,威唐工业,江苏
1663,300240,飞力达,江苏
1664,603028,赛福天,江苏
1665,002077,大港股份,江苏
1666,603906,龙蟠科技,江苏
1667,300280,南通锻压,江苏
1668,601007,金陵饭店,江苏
1669,300509,新美星,江苏
1670,300135,宝利国际,江苏
1671,603323,吴江银行,江苏
1672,603299,井神股份,江苏
1673,002484,江海股份,江苏
1674,002333,罗普斯金,江苏
1675,601222,林洋能源,江苏
1676,000421,南京公用,江苏
1677,603380,易德龙,江苏
1678,002547,春兴精工,江苏
1679,002262,恩华药业,江苏
1680,600377,宁沪高速,江苏
1681,002435,长江润发,江苏
1682,600300,维维股份,江苏
1683,002438,江苏神通,江苏
1684,600973,宝胜股份,江苏
1685,603369,今世缘,江苏
1686,002223,鱼跃医疗,江苏
1687,002585,双星新材,江苏
1688,300617,安靠智电,江苏
1689,600122,宏图高科,江苏
1690,600908,无锡银行,江苏
1691,002540,亚太科技,江苏
1692,002796,世嘉科技,江苏
1693,002807,江阴银行,江苏
1694,600400,红豆股份,江苏
1695,603203,快克股份,江苏
1696,300305,裕兴股份,江苏
1697,300128,锦富技术,江苏
1698,002172,澳洋科技,江苏
1699,603985,恒润股份,江苏
1700,000681,视觉中国,江苏
1701,300337,银邦股份,江苏
1702,002104,恒宝股份,江苏
1703,603286,日盈电子,江苏
1704,600406,国电南瑞,江苏
1705,600889,南京化纤,江苏
1706,600970,中材国际,江苏
1707,300091,金通灵,江苏
1708,601928,凤凰传媒,江苏
1709,300031,宝通科技,江苏
1710,002349,精华制药,江苏
1711,601890,亚星锚链,江苏
1712,601028,玉龙股份,江苏
1713,002304,洋河股份,江苏
1714,300575,中旗股份,江苏
1715,002478,常宝股份,江苏
1716,002367,康力电梯,江苏
1717,601799,星宇股份,江苏
1718,300721,怡达股份,江苏
1719,002722,金轮股份,江苏
1720,601010,文峰股份,江苏
1721,300651,金陵体育,江苏
1722,600486,扬农化工,江苏
1723,603111,康尼机电,江苏
1724,002160,常铝股份,江苏
1725,600276,恒瑞医药,江苏
1726,300284,苏交科,江苏
1727,603688,石英股份,江苏
1728,300528,幸福蓝海,江苏
1729,603387,基蛋生物,江苏
1730,300393,中来股份,江苏
1731,300682,朗新科技,江苏
1732,600770,综艺股份,江苏
1733,000581,威孚高科,江苏
1734,002513,蓝丰生化,江苏
1735,002734,利民股份,江苏
1736,603829,洛凯股份,江苏
1737,000551,创元科技,江苏
1738,600667,太极实业,江苏
1739,002445,中南文化,江苏
1740,603179,新泉股份,江苏
1741,002839,张家港行,江苏
1742,600510,黑牡丹,江苏
1743,600562,国睿科技,江苏
1744,002877,智能自控,江苏
1745,000035,中国天楹,江苏
1746,000816,智慧农业,江苏
1747,600716,凤凰股份,江苏
