,code,name,c_name
0,600051,宁波联合,综合行业
1,600209,罗顿发展,综合行业
2,600212,江泉实业,综合行业
3,600256,广汇能源,综合行业
4,600576,祥源文化,综合行业
5,600603,广汇物流,综合行业
6,600614,鹏起科技,综合行业
7,600620,天宸股份,综合行业
8,600622,光大嘉宝,综合行业
9,600624,复旦复华,综合行业
10,600647,同达创业,综合行业
11,600656,退市博元,综合行业
12,600687,刚泰控股,综合行业
13,600701,工大高新,综合行业
14,600730,中国高科,综合行业
15,600770,综艺股份,综合行业
16,600777,新潮能源,综合行业
17,600800,天津磁卡,综合行业
18,600805,悦达投资,综合行业
19,600811,东方集团,综合行业
20,600832,东方明珠,综合行业
21,600846,同济科技,综合行业
22,600892,大晟文化,综合行业
23,8,神州高铁,综合行业
24,301,东方市场,综合行业
25,576,广东甘化,综合行业
26,632,三木集团,综合行业
27,633,合金投资,综合行业
28,652,泰达股份,综合行业
29,701,厦门信达,综合行业
30,839,中信国安,综合行业
31,881,中广核技,综合行业
32,909,数源科技,综合行业
33,600003,ST东北高,公路桥梁
34,600012,皖通高速,公路桥梁
35,600020,中原高速,公路桥梁
36,600033,福建高速,公路桥梁
37,600035,楚天高速,公路桥梁
38,600106,重庆路桥,公路桥梁
39,600269,赣粤高速,公路桥梁
40,600350,山东高速,公路桥梁
41,600368,五洲交通,公路桥梁
42,600377,宁沪高速,公路桥梁
43,600548,深高速,公路桥梁
44,601107,四川成渝,公路桥梁
45,601188,龙江交通,公路桥梁
46,601518,吉林高速,公路桥梁
47,429,粤高速Ａ,公路桥梁
48,548,湖南投资,公路桥梁
49,828,东莞控股,公路桥梁
50,886,海南高速,公路桥梁
51,900,现代投资,公路桥梁
52,916,华北高速,公路桥梁
53,600061,国投资本,化纤行业
54,600063,皖维高新,化纤行业
55,600527,江南高纤,化纤行业
56,600810,神马股份,化纤行业
57,600889,南京化纤,化纤行业
58,601113,华鼎股份,化纤行业
59,601233,桐昆股份,化纤行业
60,420,吉林化纤,化纤行业
61,584,哈工智能,化纤行业
62,615,京汉股份,化纤行业
63,677,恒天海龙,化纤行业
64,687,华讯方舟,化纤行业
65,703,恒逸石化,化纤行业
66,782,美达股份,化纤行业
67,936,华西股份,化纤行业
68,949,新乡化纤,化纤行业
69,976,华铁股份,化纤行业
70,2015,霞客环保,化纤行业
71,2064,华峰氨纶,化纤行业
72,2080,中材科技,化纤行业
73,2172,澳洋科技,化纤行业
74,2206,海 利 得,化纤行业
75,2254,泰和新材,化纤行业
76,2427,ST尤夫,化纤行业
77,2493,荣盛石化,化纤行业
78,300180,华峰超纤,化纤行业
79,600031,三一重工,机械行业
80,600114,东睦股份,机械行业
81,600149,*ST坊展,机械行业
82,600169,太原重工,机械行业
83,600218,全柴动力,机械行业
84,600243,青海华鼎,机械行业
85,600262,北方股份,机械行业
86,600320,振华重工,机械行业
87,600346,恒力股份,机械行业
88,600388,龙净环保,机械行业
89,600421,ST仰帆,机械行业
90,600435,北方导航,机械行业
91,600475,华光股份,机械行业
92,600499,科达洁能,机械行业
93,600520,文一科技,机械行业
94,600526,菲达环保,机械行业
95,600579,天华院,机械行业
96,600582,天地科技,机械行业
97,600592,龙溪股份,机械行业
98,600619,海立股份,机械行业
99,600710,苏美达,机械行业
100,600761,安徽合力,机械行业
101,600765,中航重机,机械行业
102,600806,*ST昆机,机械行业
103,600815,*ST厦工,机械行业
104,600841,上柴股份,机械行业
105,600855,航天长峰,机械行业
106,600860,京城股份,机械行业
107,600984,建设机械,机械行业
108,601002,晋亿实业,机械行业
109,601038,一拖股份,机械行业
110,601100,恒立液压,机械行业
111,601106,*ST一重,机械行业
112,601177,杭齿前进,机械行业
113,601218,吉鑫科技,机械行业
114,601226,华电重工,机械行业
115,601268,*ST二重,机械行业
116,601369,陕鼓动力,机械行业
117,601608,中信重工,机械行业
118,601717,郑煤机,机械行业
119,601798,蓝科高新,机械行业
120,603011,合锻智能,机械行业
121,603012,创力集团,机械行业
122,603088,宁波精达,机械行业
123,603169,兰石重装,机械行业
124,603308,应流股份,机械行业
125,603315,福鞍股份,机械行业
126,603318,派思股份,机械行业
127,603338,浙江鼎力,机械行业
128,603355,莱克电气,机械行业
129,603698,航天工程,机械行业
130,603699,纽威股份,机械行业
131,603789,星光农机,机械行业
132,39,中集集团,机械行业
133,157,中联重科,机械行业
134,404,华意压缩,机械行业
135,410,沈阳机床,机械行业
136,425,徐工机械,机械行业
137,519,中兵红箭,机械行业
138,528,柳 工,机械行业
139,530,大冷股份,机械行业
140,551,创元科技,机械行业
141,570,苏常柴Ａ,机械行业
142,595,*ST宝实,机械行业
143,617,中油资本,机械行业
144,678,襄阳轴承,机械行业
145,680,山推股份,机械行业
146,777,中核科技,机械行业
147,811,冰轮环境,机械行业
148,816,智慧农业,机械行业
149,821,京山轻机,机械行业
150,837,秦川机床,机械行业
151,852,石化机械,机械行业
152,856,冀东装备,机械行业
153,880,潍柴重机,机械行业
154,903,云内动力,机械行业
155,923,河北宣工,机械行业
156,925,众合科技,机械行业
157,2006,精功科技,机械行业
158,2009,天奇股份,机械行业
159,2011,盾安环境,机械行业
160,2026,山东威达,机械行业
161,2046,轴研科技,机械行业
162,2050,三花智控,机械行业
163,2097,山河智能,机械行业
164,2101,广东鸿图,机械行业
165,2122,天马股份,机械行业
166,2131,利欧股份,机械行业
167,2147,新光圆成,机械行业
168,2150,通润装备,机械行业
169,2158,汉钟精机,机械行业
170,2204,大连重工,机械行业
171,2209,达 意 隆,机械行业
172,2248,华东数控,机械行业
173,2255,海陆重工,机械行业
174,2270,华明装备,机械行业
175,2272,川润股份,机械行业
176,2278,神开股份,机械行业
177,2282,博深工具,机械行业
178,2328,新朋股份,机械行业
179,600062,华润双鹤,生物制药
180,600079,人福医药,生物制药
181,600080,金花股份,生物制药
182,600085,同仁堂,生物制药
183,600129,太极集团,生物制药
184,600161,天坛生物,生物制药
185,600196,复星医药,生物制药
186,600200,江苏吴中,生物制药
187,600201,生物股份,生物制药
188,600211,西藏药业,生物制药
189,600216,浙江医药,生物制药
190,600222,太龙药业,生物制药
191,600252,中恒集团,生物制药
192,600253,天方药业,生物制药
193,600267,海正药业,生物制药
194,600276,恒瑞医药,生物制药
195,600285,羚锐制药,生物制药
196,600329,中新药业,生物制药
197,600332,白云山,生物制药
198,600351,亚宝药业,生物制药
199,600380,健康元,生物制药
200,600420,现代制药,生物制药
201,600422,昆药集团,生物制药
202,600436,片仔癀,生物制药
203,600466,蓝光发展,生物制药
204,600479,千金药业,生物制药
205,600488,天药股份,生物制药
206,600513,联环药业,生物制药
207,600518,康美药业,生物制药
208,600521,华海药业,生物制药
209,600530,交大昂立,生物制药
210,600535,天士力,生物制药
211,600557,康缘药业,生物制药
212,600566,济川药业,生物制药
213,600572,康恩贝,生物制药
214,600594,益佰制药,生物制药
215,600613,神奇制药,生物制药
216,600645,中源协和,生物制药
217,600664,哈药股份,生物制药
218,600666,奥瑞德,生物制药
219,600671,天目药业,生物制药
220,600750,江中药业,生物制药
221,600771,广誉远,生物制药
222,600781,辅仁药业,生物制药
223,600789,鲁抗医药,生物制药
224,600812,华北制药,生物制药
225,600829,人民同泰,生物制药
226,600867,通化东宝,生物制药
227,600976,健民集团,生物制药
228,600993,马应龙,生物制药
229,603168,莎普爱思,生物制药
230,603222,济民制药,生物制药
231,603456,九洲药业,生物制药
232,603567,珍宝岛,生物制药
233,603998,方盛制药,生物制药
234,4,国农科技,生物制药
235,78,海王生物,生物制药
236,153,丰原药业,生物制药
237,403,ST生化,生物制药
238,423,东阿阿胶,生物制药
239,513,丽珠集团,生物制药
240,518,四环生物,生物制药
241,522,白云山A,生物制药
242,538,云南白药,生物制药
243,566,海南海药,生物制药
244,590,启迪古汉,生物制药
245,597,东北制药,生物制药
246,606,神州易桥,生物制药
247,623,吉林敖东,生物制药
248,650,仁和药业,生物制药
249,661,长春高新,生物制药
250,739,普洛药业,生物制药
251,756,新华制药,生物制药
252,766,通化金马,生物制药
253,788,北大医药,生物制药
254,790,泰合健康,生物制药
255,908,景峰医药,生物制药
256,915,山大华特,生物制药
257,919,金陵药业,生物制药
258,952,广济药业,生物制药
259,963,华东医药,生物制药
260,989,九 芝 堂,生物制药
261,999,华润三九,生物制药
262,2001,新 和 成,生物制药
263,2007,华兰生物,生物制药
264,2019,亿帆医药,生物制药
265,2020,京新药业,生物制药
266,2022,科华生物,生物制药
267,2030,达安基因,生物制药
268,2038,双鹭药业,生物制药
269,2099,海翔药业,生物制药
270,2107,沃华医药,生物制药
271,2118,紫鑫药业,生物制药
272,2166,莱茵生物,生物制药
273,2198,嘉应制药,生物制药
274,2219,恒康医疗,生物制药
275,2252,上海莱士,生物制药
276,2262,恩华药业,生物制药
277,2275,桂林三金,生物制药
278,2287,奇正藏药,生物制药
279,600002,齐鲁石化,石油行业
280,600028,中国石化,石油行业
281,600387,海越股份,石油行业
282,600583,海油工程,石油行业
283,600688,上海石化,石油行业
284,600759,洲际油气,石油行业
285,600871,*ST油服,石油行业
286,601808,中海油服,石油行业
287,601857,中国石油,石油行业
288,603003,龙宇燃油,石油行业
289,59,华锦股份,石油行业
290,96,广聚能源,石油行业
291,159,国际实业,石油行业
292,554,泰山石油,石油行业
293,637,茂化实华,石油行业
294,819,岳阳兴长,石油行业
295,2207,*ST准油,石油行业
296,2221,东华能源,石油行业
297,2554,惠博普,石油行业
298,2629,仁智股份,石油行业
299,300084,海默科技,石油行业
300,300157,恒泰艾普,石油行业
301,300164,通源石油,石油行业
302,300191,潜能恒信,石油行业
303,600176,中国巨石,玻璃行业
304,600184,光电股份,玻璃行业
305,600293,三峡新材,玻璃行业
306,600529,山东药玻,玻璃行业
307,600552,凯盛科技,玻璃行业
308,600586,金晶科技,玻璃行业
309,600629,华建集团,玻璃行业
310,600819,耀皮玻璃,玻璃行业
311,600876,洛阳玻璃,玻璃行业
312,601636,旗滨集团,玻璃行业
313,603021,山东华鹏,玻璃行业
314,603601,再升科技,玻璃行业
315,12,南 玻Ａ,玻璃行业
316,2571,德力股份,玻璃行业
317,2623,亚玛顿,玻璃行业
318,300093,金刚玻璃,玻璃行业
319,300160,秀强股份,玻璃行业
320,300196,长海股份,玻璃行业
321,300395,菲利华,玻璃行业
322,600366,宁波韵升,仪器仪表
323,600651,飞乐音响,仪器仪表
324,600848,上海临港,仪器仪表
325,601222,林洋能源,仪器仪表
326,601567,三星医疗,仪器仪表
327,603100,川仪股份,仪器仪表
328,676,智度股份,仪器仪表
329,980,众泰汽车,仪器仪表
330,988,华工科技,仪器仪表
331,2008,大族激光,仪器仪表
332,2058,威 尔 泰,仪器仪表
333,2121,科陆电子,仪器仪表
334,2175,东方网络,仪器仪表
335,2197,证通电子,仪器仪表
336,2214,大立科技,仪器仪表
337,2236,大华股份,仪器仪表
338,2338,奥普光电,仪器仪表
339,2356,赫美集团,仪器仪表
340,2414,高德红外,仪器仪表
341,2415,海康威视,仪器仪表
342,2518,科士达,仪器仪表
343,2527,新时达,仪器仪表
344,2658,雪迪龙,仪器仪表
345,300007,汉威科技,仪器仪表
346,300012,华测检测,仪器仪表
347,300066,三川智慧,仪器仪表
348,300097,智云股份,仪器仪表
349,300099,精准信息,仪器仪表
350,300105,龙源技术,仪器仪表
351,300112,万讯自控,仪器仪表
352,300124,汇川技术,仪器仪表
353,300137,先河环保,仪器仪表
354,300165,天瑞仪器,仪器仪表
355,300203,聚光科技,仪器仪表
356,300259,新天科技,仪器仪表
357,300286,安科瑞,仪器仪表
358,300306,远方信息,仪器仪表
359,300338,开元股份,仪器仪表
360,300349,金卡智能,仪器仪表
361,300354,东华测试,仪器仪表
362,300360,炬华科技,仪器仪表
363,300370,安控科技,仪器仪表
364,300371,汇中股份,仪器仪表
365,300410,正业科技,仪器仪表
366,300416,苏试试验,仪器仪表
367,300417,南华仪器,仪器仪表
368,300430,诚益通,仪器仪表
369,300445,康斯特,仪器仪表
370,600004,白云机场,交通运输
371,600009,上海机场,交通运输
372,600017,日照港,交通运输
373,600018,上港集团,交通运输
374,600026,中远海能,交通运输
375,600029,南方航空,交通运输
376,600057,象屿股份,交通运输
377,600087,退市长油,交通运输
378,600115,东方航空,交通运输
379,600119,长江投资,交通运输
380,600125,铁龙物流,交通运输
381,600180,瑞茂通,交通运输
382,600190,锦州港,交通运输
383,600221,海航控股,交通运输
384,600242,中昌数据,交通运输
385,600270,外运发展,交通运输
386,600279,重庆港九,交通运输
387,600317,营口港,交通运输
388,600386,北巴传媒,交通运输
389,600428,中远海特,交通运输
390,600495,晋西车轴,交通运输
391,600561,江西长运,交通运输
392,600575,皖江物流,交通运输
393,600611,大众交通,交通运输
394,600650,锦江投资,交通运输
395,600662,强生控股,交通运输
396,600692,亚通股份,交通运输
397,600708,光明地产,交通运输
398,600717,天津港,交通运输
399,600751,天海投资,交通运输
400,600787,中储股份,交通运输
401,600794,保税科技,交通运输
402,600798,宁波海运,交通运输
403,600834,申通地铁,交通运输
404,600835,上海机电,交通运输
405,600894,广日股份,交通运输
406,600896,览海投资,交通运输
407,600897,厦门空港,交通运输
408,600967,内蒙一机,交通运输
409,601000,唐山港,交通运输
410,601006,大秦铁路,交通运输
411,601008,连云港,交通运输
412,601018,宁波港,交通运输
413,601021,春秋航空,交通运输
414,601111,中国国航,交通运输
415,601299,中国北车,交通运输
416,601313,江南嘉捷,交通运输
417,601333,广深铁路,交通运输
418,601766,中国中车,交通运输
419,601866,中远海发,交通运输
420,601872,招商轮船,交通运输
421,601880,大连港,交通运输
422,601919,中远海控,交通运输
423,603111,康尼机电,交通运输
424,603128,华贸物流,交通运输
425,603167,渤海轮渡,交通运输
426,603611,诺力股份,交通运输
427,22,深赤湾Ａ,交通运输
428,88,盐 田 港,交通运输
429,89,深圳机场,交通运输
430,99,中信海直,交通运输
431,421,南京公用,交通运输
432,507,珠海港,交通运输
433,520,长航凤凰,交通运输
434,582,北部湾港,交通运输
435,594,国恒退,交通运输
436,905,厦门港务,交通运输
437,920,南方汇通,交通运输
438,996,中国中期,交通运输
439,2040,南 京 港,交通运输
440,2183,怡 亚 通,交通运输
441,2210,飞马国际,交通运输
442,2245,澳洋顺昌,交通运输
443,2320,海峡股份,交通运输
444,2357,富临运业,交通运输
445,2367,康力电梯,交通运输
446,2448,中原内配,交通运输
447,2492,恒基达鑫,交通运输
448,2592,八菱科技,交通运输
449,2627,宜昌交运,交通运输
450,2682,龙洲股份,交通运输
451,2689,远大智能,交通运输
452,2711,欧浦智网,交通运输
453,300011,鼎汉技术,交通运输
454,300013,新宁物流,交通运输
455,300240,飞力达,交通运输
456,300350,华鹏飞,交通运输
457,600038,中直股份,飞机制造
458,600118,中国卫星,飞机制造
459,600316,洪都航空,飞机制造
460,600343,航天动力,飞机制造
461,600372,中航电子,飞机制造
462,600391,航发科技,飞机制造
463,600879,航天电子,飞机制造
464,600893,航发动力,飞机制造
465,738,航发控制,飞机制造
466,768,中航飞机,飞机制造
467,901,航天科技,飞机制造
468,2023,海特高新,飞机制造
469,2111,威海广泰,飞机制造
470,300424,航新科技,飞机制造
471,600097,开创国际,农林牧渔
472,600108,亚盛集团,农林牧渔
473,600127,金健米业,农林牧渔
474,600189,吉林森工,农林牧渔
475,600195,中牧股份,农林牧渔
476,600251,冠农股份,农林牧渔
477,600257,大湖股份,农林牧渔
478,600265,ST景谷,农林牧渔
479,600275,*ST昌鱼,农林牧渔
480,600313,农发种业,农林牧渔
481,600354,敦煌种业,农林牧渔
482,600359,新农开发,农林牧渔
483,600371,万向德农,农林牧渔
484,600438,通威股份,农林牧渔
485,600467,好当家,农林牧渔
486,600506,香梨股份,农林牧渔
487,600540,新赛股份,农林牧渔
488,600598,北大荒,农林牧渔
489,600965,福成股份,农林牧渔
490,600975,新五丰,农林牧渔
491,601996,丰林集团,农林牧渔
492,603609,禾丰牧业,农林牧渔
493,48,康达尔,农林牧渔
494,61,农 产 品,农林牧渔
495,592,平潭发展,农林牧渔
496,663,永安林业,农林牧渔
497,702,正虹科技,农林牧渔
498,713,丰乐种业,农林牧渔
499,735,罗 牛 山,农林牧渔
500,798,中水渔业,农林牧渔
501,876,新 希 望,农林牧渔
502,998,隆平高科,农林牧渔
503,2041,登海种业,农林牧渔
504,2069,獐子岛,农林牧渔
505,2086,东方海洋,农林牧渔
506,2100,天康生物,农林牧渔
507,2124,天邦股份,农林牧渔
508,2157,正邦科技,农林牧渔
509,2173,创新医疗,农林牧渔
510,2234,民和股份,农林牧渔
511,2299,圣农发展,农林牧渔
512,2311,海大集团,农林牧渔
513,2321,华英农业,农林牧渔
514,2385,大北农,农林牧渔
515,2447,晨鑫科技,农林牧渔
516,2458,益生股份,农林牧渔
517,2477,雏鹰农牧,农林牧渔
518,2505,大康农业,农林牧渔
519,2548,金新农,农林牧渔
520,2567,唐人神,农林牧渔
521,2679,福建金森,农林牧渔
522,2696,百洋股份,农林牧渔
523,2714,牧原股份,农林牧渔
524,2746,仙坛股份,农林牧渔
525,300021,大禹节水,农林牧渔
526,300087,荃银高科,农林牧渔
527,300094,国联水产,农林牧渔
528,300106,西部牧业,农林牧渔
529,300143,星普医科,农林牧渔
530,300186,大华农,农林牧渔
531,300189,神农基因,农林牧渔
532,300268,佳沃股份,农林牧渔
533,300313,天山生物,农林牧渔
534,300381,溢多利,农林牧渔
535,600039,四川路桥,建筑建材
536,600068,葛洲坝,建筑建材
537,600170,上海建工,建筑建材
538,600248,延长化建,建筑建材
539,600263,路桥建设,建筑建材
540,600284,浦东建设,建筑建材
541,600321,*ST正源,建筑建材
542,600326,西藏天路,建筑建材
543,600491,龙元建设,建筑建材
544,600502,安徽水利,建筑建材
545,600512,腾达建设,建筑建材
546,600528,中铁工业,建筑建材
547,600545,卓郎智能,建筑建材
548,600634,富控互动,建筑建材
549,600681,百川能源,建筑建材
550,600820,隧道股份,建筑建材
551,600853,龙建股份,建筑建材
552,600970,中材国际,建筑建材
553,600986,科达股份,建筑建材
554,601117,中国化学,建筑建材
555,601186,中国铁建,建筑建材
556,601390,中国中铁,建筑建材
557,601618,中国中冶,建筑建材
558,601668,中国建筑,建筑建材
559,601669,中国电建,建筑建材
560,601789,宁波建工,建筑建材
561,601800,中国交建,建筑建材
562,601886,江河集团,建筑建材
563,603017,中衡设计,建筑建材
564,603018,中设集团,建筑建材
565,603030,全筑股份,建筑建材
566,603828,柯利达,建筑建材
567,603969,银龙股份,建筑建材
568,10,美丽生态,建筑建材
569,23,深天地Ａ,建筑建材
570,55,方大集团,建筑建材
571,65,北方国际,建筑建材
572,90,天健集团,建筑建材
573,498,山东路桥,建筑建材
574,509,华塑控股,建筑建材
575,619,海螺型材,建筑建材
576,786,北新建材,建筑建材
577,928,中钢国际,建筑建材
578,961,中南建设,建筑建材
579,2043,兔 宝 宝,建筑建材
580,2047,宝鹰股份,建筑建材
581,2051,中工国际,建筑建材
582,2060,粤 水 电,建筑建材
583,2062,宏润建设,建筑建材
584,2066,瑞泰科技,建筑建材
585,2081,金 螳 螂,建筑建材
586,2116,中国海诚,建筑建材
587,2135,东南网架,建筑建材
588,2140,东华科技,建筑建材
589,2163,中航三鑫,建筑建材
590,2178,延华智能,建筑建材
591,2205,国统股份,建筑建材
592,2225,濮耐股份,建筑建材
593,2247,帝龙文化,建筑建材
594,2271,东方雨虹,建筑建材
595,2307,北新路桥,建筑建材
596,2310,东方园林,建筑建材
597,2314,南山控股,建筑建材
598,2325,洪涛股份,建筑建材
599,2372,伟星新材,建筑建材
600,2375,亚厦股份,建筑建材
601,2392,北京利尔,建筑建材
602,2398,建研集团,建筑建材
603,2431,棕榈股份,建筑建材
604,2468,申通快递,建筑建材
605,2469,三维工程,建筑建材
606,2482,广田集团,建筑建材
607,2542,中化岩土,建筑建材
608,2586,围海股份,建筑建材
609,2596,海南瑞泽,建筑建材
610,2620,瑞和股份,建筑建材
611,2628,成都路桥,建筑建材
612,2652,扬子新材,建筑建材
613,2659,凯文教育,建筑建材
614,2663,普邦股份,建筑建材
615,2671,龙泉股份,建筑建材
616,2713,东易日盛,建筑建材
617,2717,岭南股份,建筑建材
618,2738,中矿资源,建筑建材
619,2742,三圣股份,建筑建材
620,300080,易成新能,建筑建材
621,300117,嘉寓股份,建筑建材
622,300163,先锋新材,建筑建材
623,300284,苏交科,建筑建材
624,300344,太空智造,建筑建材
625,300374,恒通科技,建筑建材
626,600143,金发科技,塑料制品
627,600146,商赢环球,塑料制品
628,600444,国机通用,塑料制品
629,600458,时代新材,塑料制品
630,600589,广东榕泰,塑料制品
631,603806,福斯特,塑料制品
632,407,胜利股份,塑料制品
633,859,国风塑业,塑料制品
634,973,佛塑科技,塑料制品
635,2002,鸿达兴业,塑料制品
636,2108,沧州明珠,塑料制品
637,2243,通产丽星,塑料制品
638,2263,大 东 南,塑料制品
639,2324,普利特,塑料制品
640,2343,慈文传媒,塑料制品
641,2420,毅昌股份,塑料制品
642,2457,青龙管业,塑料制品
643,2464,众应互联,塑料制品
644,2522,浙江众成,塑料制品
645,2585,双星新材,塑料制品
646,2641,永高股份,塑料制品
647,2676,顺威股份,塑料制品
648,2694,顾地科技,塑料制品
649,2735,王子新材,塑料制品
650,300169,天晟新材,塑料制品
651,300198,纳川股份,塑料制品
652,300218,安利股份,塑料制品
653,300221,银禧科技,塑料制品
654,300230,永利股份,塑料制品
655,300305,裕兴股份,塑料制品
656,300321,同大股份,塑料制品
657,300325,德威新材,塑料制品
658,300393,中来股份,塑料制品
659,600056,中国医药,商业百货
660,600122,宏图高科,商业百货
661,600136,当代明诚,商业百货
662,600280,中央商场,商业百货
663,600306,商业城,商业百货
664,600327,大东方,商业百货
665,600361,华联综超,商业百货
666,600415,小商品城,商业百货
667,600511,国药股份,商业百货
668,600515,海航基础,商业百货
669,600628,新世界,商业百货
670,600631,百联股份,商业百货
671,600655,豫园股份,商业百货
672,600682,南京新百,商业百货
673,600693,东百集团,商业百货
674,600694,大商股份,商业百货
675,600697,欧亚集团,商业百货
676,600712,南宁百货,商业百货
677,600713,南京医药,商业百货
678,600723,首商股份,商业百货
679,600729,重庆百货,商业百货
680,600738,兰州民百,商业百货
681,600753,东方银星,商业百货
682,600774,汉商集团,商业百货
683,600778,友好集团,商业百货
684,600785,新华百货,商业百货
685,600790,轻纺城,商业百货
686,600814,杭州解百,商业百货
687,600821,津劝业,商业百货
688,600824,益民集团,商业百货
689,600827,百联股份,商业百货
690,600828,茂业商业,商业百货
691,600833,第一医药,商业百货
692,600838,上海九百,商业百货
693,600856,中天能源,商业百货
694,600857,宁波中百,商业百货
695,600858,银座股份,商业百货
696,600859,王府井,商业百货
697,600861,北京城乡,商业百货
698,600865,百大集团,商业百货
699,600891,秋林集团,商业百货
700,600898,国美通讯,商业百货
701,600998,九州通,商业百货
702,601010,文峰股份,商业百货
703,601116,三江购物,商业百货
704,601607,上海医药,商业百货
705,601933,永辉超市,商业百货
706,603123,翠微股份,商业百货
707,603368,柳州医药,商业百货
708,603883,老百姓,商业百货
709,603939,益丰药房,商业百货
710,26,飞亚达Ａ,商业百货
711,28,国药一致,商业百货
712,62,深圳华强,商业百货
713,408,藏格控股,商业百货
714,411,英特集团,商业百货
715,416,民生控股,商业百货
716,417,合肥百货,商业百货
717,419,通程控股,商业百货
718,501,鄂武商Ａ,商业百货
719,516,国际医学,商业百货
720,560,昆百大Ａ,商业百货
721,564,供销大集,商业百货
722,587,金洲慈航,商业百货
723,591,太阳能,商业百货
724,638,万方发展,商业百货
725,679,大连友谊,商业百货
726,705,浙江震元,商业百货
727,715,中兴商业,商业百货
728,759,中百集团,商业百货
729,785,武汉中商,商业百货
730,829,天音控股,商业百货
731,882,华联股份,商业百货
732,889,茂业通信,商业百货
733,906,浙商中拓,商业百货
734,987,越秀金控,商业百货
735,2024,苏宁易购,商业百货
736,2187,广百股份,商业百货
737,2251,步 步 高,商业百货
738,2264,新 华 都,商业百货
739,2277,友阿股份,商业百货
740,2336,人人乐,商业百货
741,2344,海宁皮城,商业百货
742,2416,爱施德,商业百货
743,2419,天虹股份,商业百货
744,2441,众业达,商业百货
745,2462,嘉事堂,商业百货
746,2556,辉隆股份,商业百货
747,2561,徐家汇,商业百货
748,2589,瑞康医药,商业百货
749,2697,红旗连锁,商业百货
750,300022,吉峰农机,商业百货
751,300413,快乐购,商业百货
752,600070,浙江富润,纺织行业
753,600152,维科精华,纺织行业
754,600156,华升股份,纺织行业
755,600220,江苏阳光,纺织行业
756,600232,金鹰股份,纺织行业
757,600370,三房巷,纺织行业
758,600448,华纺股份,纺织行业
759,600493,凤竹纺织,纺织行业
760,600626,申达股份,纺织行业
761,600630,龙头股份,纺织行业
762,600689,上海三毛,纺织行业
763,600735,新华锦,纺织行业
764,600851,海欣股份,纺织行业
765,600987,航民股份,纺织行业
766,601339,百隆东方,纺织行业
767,601599,鹿港文化,纺织行业
768,603558,健盛集团,纺织行业
769,603889,新澳股份,纺织行业
770,18,神州长城,纺织行业
771,45,深纺织Ａ,纺织行业
772,158,常山北明,纺织行业
773,611,天首发展,纺织行业
774,726,鲁 泰Ａ,纺织行业
775,779,三毛派神,纺织行业
776,803,*ST金宇,纺织行业
777,813,德展健康,纺织行业
778,850,华茂股份,纺织行业
779,955,欣龙控股,纺织行业
780,971,高升控股,纺织行业
781,982,*ST 中绒,纺织行业
782,2034,旺能环境,纺织行业
783,2042,华孚时尚,纺织行业
784,2070,*ST众和,纺织行业
785,2072,凯瑞德,纺织行业
786,2083,孚日股份,纺织行业
787,2087,新野纺织,纺织行业
788,2127,南极电商,纺织行业
789,2144,宏达高科,纺织行业
790,2193,如意集团,纺织行业
791,2394,联发股份,纺织行业
792,2404,嘉欣丝绸,纺织行业
793,2516,旷达科技,纺织行业
794,600055,万东医疗,医疗器械
795,600297,广汇汽车,医疗器械
796,600587,新华医疗,医疗器械
797,600763,通策医疗,医疗器械
798,603309,维力医疗,医疗器械
799,150,宜华健康,医疗器械
800,2223,鱼跃医疗,医疗器械
801,2382,蓝帆医疗,医疗器械
802,2432,九安医疗,医疗器械
803,2551,尚荣医疗,医疗器械
804,2614,奥佳华,医疗器械
805,300003,乐普医疗,医疗器械
